,cost_item_id,acct_id,pobs_id,cost_type_id,proj_id,task_id,cost_name,po_number,vendor_name,act_cost,cost_per_qty,remain_cost,target_cost,cost_load_type,auto_compute_act_flag,target_qty,qty_name,cost_descr,contract_manager_import
0,3157,,,,1685,96860,(New Expense Item),,,0.00,0.52,52.00,52.00,CL_Uniform,N,100,,,
1,3158,,,,1685,96861,(New Expense Item),,,0.00,0.52,52.00,52.00,CL_Uniform,N,100,,,
2,3159,,,,1685,96862,(New Expense Item),,,0.00,0.52,52.00,52.00,CL_Uniform,N,100,,,
3,3161,,,,1685,96868,(New Expense Item),,,0.00,12.50,13.00,13.00,CL_Uniform,N,1.04,,,
4,3162,,,,1685,96869,(New Expense Item),,,0.00,25.00,25.00,25.00,CL_Uniform,N,1,,,
5,3163,,,,1685,96870,(New Expense Item),,,0.00,175.00,175.00,175.00,CL_Uniform,N,1,,,
6,3164,,,,1685,96871,(New Expense Item),,,0.00,38.00,37.00,37.00,CL_Uniform,N,0.973684,,,
7,3165,,,,1685,96944,(New Expense Item),,,0.00,12.50,18.00,18.00,CL_Uniform,N,1.44,,,
8,3166,,,,1685,96945,(New Expense Item),,,0.00,25.00,35.00,35.00,CL_Uniform,N,1.4,,,
9,3167,,,,1685,96946,(New Expense Item),,,0.00,175.00,245.00,245.00,CL_Uniform,N,1.4,,,
10,3168,,,,1685,96947,(New Expense Item),,,0.00,38.00,52.00,52.00,CL_Uniform,N,1.368421,,,
11,3169,,,,1685,96948,(New Expense Item),,,0.00,12.50,5.00,5.00,CL_Uniform,N,0.4,,,
12,3170,,,,1685,96949,(New Expense Item),,,0.00,25.00,10.00,10.00,CL_Uniform,N,0.4,,,
13,3171,,,,1685,96950,(New Expense Item),,,0.00,175.00,70.00,70.00,CL_Uniform,N,0.4,,,
14,3172,,,,1685,96951,(New Expense Item),,,0.00,38.00,15.00,15.00,CL_Uniform,N,0.394737,,,
15,3173,,,,1685,96952,(New Expense Item),,,0.00,12.50,10.00,10.00,CL_Uniform,N,0.8,,,
16,3174,,,,1685,96953,(New Expense Item),,,0.00,25.00,20.00,20.00,CL_Uniform,N,0.8,,,
17,3175,,,,1685,96954,(New Expense Item),,,0.00,175.00,140.00,140.00,CL_Uniform,N,0.8,,,
18,3176,,,,1685,96955,(New Expense Item),,,0.00,38.00,30.00,30.00,CL_Uniform,N,0.789474,,,
19,3181,,,,1685,96960,(New Expense Item),,,0.00,12.50,8.00,8.00,CL_Uniform,N,0.64,,,
20,3182,,,,1685,96961,(New Expense Item),,,0.00,25.00,15.00,15.00,CL_Uniform,N,0.6,,,
21,3183,,,,1685,96962,(New Expense Item),,,0.00,175.00,105.00,105.00,CL_Uniform,N,0.6,,,
22,3184,,,,1685,96963,(New Expense Item),,,0.00,38.00,22.00,22.00,CL_Uniform,N,0.578947,,,
23,3185,,,,1685,96964,(New Expense Item),,,0.00,12.50,13.00,13.00,CL_Uniform,N,1.04,,,
24,3186,,,,1685,96965,(New Expense Item),,,0.00,25.00,25.00,25.00,CL_Uniform,N,1,,,
25,3187,,,,1685,96966,(New Expense Item),,,0.00,175.00,175.00,175.00,CL_Uniform,N,1,,,
26,3188,,,,1685,96967,(New Expense Item),,,0.00,38.00,37.00,37.00,CL_Uniform,N,0.973684,,,
27,3189,,,,1685,96971,(New Expense Item),,,0.00,12.50,5.00,5.00,CL_Uniform,N,0.4,,,
28,3190,,,,1685,96972,(New Expense Item),,,0.00,25.00,10.00,10.00,CL_Uniform,N,0.4,,,
29,3191,,,,1685,96973,(New Expense Item),,,0.00,175.00,70.00,70.00,CL_Uniform,N,0.4,,,
30,3192,,,,1685,96974,(New Expense Item),,,0.00,38.00,15.00,15.00,CL_Uniform,N,0.394737,,,
31,3193,,,,1685,96975,(New Expense Item),,,0.00,12.50,3.00,3.00,CL_Uniform,N,0.24,,,
32,3194,,,,1685,96976,(New Expense Item),,,0.00,25.00,5.00,5.00,CL_Uniform,N,0.2,,,
33,3195,,,,1685,96977,(New Expense Item),,,0.00,175.00,35.00,35.00,CL_Uniform,N,0.2,,,
34,3196,,,,1685,96978,(New Expense Item),,,0.00,38.00,7.00,7.00,CL_Uniform,N,0.184211,,,
35,3197,,,,1685,96979,(New Expense Item),,,0.00,12.50,5.00,5.00,CL_Uniform,N,0.4,,,
36,3198,,,,1685,96980,(New Expense Item),,,0.00,25.00,10.00,10.00,CL_Uniform,N,0.4,,,
37,3199,,,,1685,96981,(New Expense Item),,,0.00,175.00,70.00,70.00,CL_Uniform,N,0.4,,,
38,3200,,,,1685,96982,(New Expense Item),,,0.00,38.00,15.00,15.00,CL_Uniform,N,0.394737,,,
39,3201,,,,1685,96983,(New Expense Item),,,0.00,12.50,10.00,10.00,CL_Uniform,N,0.8,,,
40,3202,,,,1685,96984,(New Expense Item),,,0.00,25.00,20.00,20.00,CL_Uniform,N,0.8,,,
41,3203,,,,1685,96985,(New Expense Item),,,0.00,175.00,140.00,140.00,CL_Uniform,N,0.8,,,
42,3204,,,,1685,96986,(New Expense Item),,,0.00,38.00,30.00,30.00,CL_Uniform,N,0.789474,,,
43,3209,,,,1685,96991,(New Expense Item),,,0.00,0.52,35.00,35.00,CL_Uniform,N,67.307692,,,
44,3210,,,,1685,98619,(New Expense Item),,,0.00,0.52,138.00,138.00,CL_Uniform,N,265.384615,,,
45,3211,,,,1685,98620,(New Expense Item),,,0.00,0.52,69.00,69.00,CL_Uniform,N,132.692308,,,
46,3213,,,,1685,98622,(New Expense Item),,,0.00,0.52,52.00,52.00,CL_Uniform,N,100,,,
47,3214,,,,1685,98623,(New Expense Item),,,0.00,0.52,52.00,52.00,CL_Uniform,N,100,,,
48,3215,,,,1685,98624,(New Expense Item),,,0.00,0.52,166.00,166.00,CL_Uniform,N,319.230769,,,
49,3216,,,,1685,98625,(New Expense Item),,,0.00,0.52,121.00,121.00,CL_Uniform,N,232.692308,,,
50,3217,,,,1685,98626,(New Expense Item),,,0.00,0.52,121.00,121.00,CL_Uniform,N,232.692308,,,
