,udf_type_id,fk_id,proj_id,udf_date,udf_number,udf_text,udf_code_id
0,384,8163,,,,MASON,
1,384,8164,,,,MASON,
2,384,8165,,,,STEEL FIXER,
3,384,8166,,,,CARPENTER,
4,384,8167,,,,MASON,
5,384,8168,,,,MASON,
6,384,8169,,,,MASON,
7,384,8170,,,,MASON,
8,384,8171,,,,MASON,
9,384,8172,,,,MASON,
10,384,8173,,,,MASON,
11,384,8174,,,,MASON,
12,384,8177,,,,LABOUR,
13,384,8179,,,,AC,
14,863,500328,6359,,,PNT,
15,863,500334,6359,,,ENT,
16,863,500340,6359,,,SUS,
17,863,500341,6359,,,ALU,
18,863,500342,6359,,,GYP,
19,863,500354,6359,,,ENT,
20,863,500359,6359,,,SUS,
21,863,500360,6359,,,GYP,
22,863,500367,6359,,,PNT,
23,863,500519,6359,,,ENT,
24,863,500524,6359,,,SUS,
25,863,500525,6359,,,GYP,
26,863,500532,6359,,,PNT,
27,863,500537,6359,,,ENT,
28,863,500543,6359,,,SUS,
29,863,500544,6359,,,ALU,
30,863,500545,6359,,,GYP,
31,863,500552,6359,,,PNT,
32,863,500660,6359,,,PNT,
33,863,500661,6359,,,ENT,
34,863,500666,6359,,,SUS,
35,863,500667,6359,,,GYP,
36,863,500676,6359,,,PNT,
37,863,500681,6359,,,ENT,
38,863,500687,6359,,,SUS,
39,863,500688,6359,,,ALU,
40,863,500689,6359,,,GYP,
41,863,500766,6359,,,ENT,
42,863,500771,6359,,,SUS,
43,863,500772,6359,,,GYP,
44,863,500779,6359,,,PNT,
45,863,500780,6359,,,ENT,
46,863,500786,6359,,,SUS,
47,863,500787,6359,,,ALU,
48,863,500788,6359,,,GYP,
49,863,500795,6359,,,PNT,
50,863,500907,6359,,,ENT,
51,863,500912,6359,,,SUS,
52,863,500913,6359,,,GYP,
53,863,500919,6359,,,PNT,
54,863,500925,6359,,,ENT,
55,863,500931,6359,,,SUS,
56,863,500932,6359,,,ALU,
57,863,500933,6359,,,GYP,
58,863,500939,6359,,,PNT,
59,863,501106,6359,,,ENT,
60,863,501111,6359,,,SUS,
61,863,501112,6359,,,GYP,
62,863,501118,6359,,,PNT,
63,863,501124,6359,,,ENT,
64,863,501130,6359,,,SUS,
65,863,501131,6359,,,ALU,
66,863,501132,6359,,,GYP,
67,863,501139,6359,,,PNT,
68,863,501594,6359,,,ENT,
69,863,501599,6359,,,SUS,
70,863,501600,6359,,,ALU,
71,863,501601,6359,,,GYP,
72,863,501608,6359,,,PNT,
73,863,501614,6359,,,SUS,
74,863,501615,6359,,,ALU,
75,863,501616,6359,,,GYP,
76,863,501623,6359,,,PNT,
77,863,501628,6359,,,ENT,
78,863,501800,6359,,,ENT,
79,863,501806,6359,,,SUS,
80,863,501807,6359,,,ALU,
81,863,501808,6359,,,GYP,
82,863,501815,6359,,,PNT,
83,863,501825,6359,,,ENT,
84,863,501830,6359,,,SUS,
85,863,501831,6359,,,ALU,
86,863,501832,6359,,,GYP,
87,863,501839,6359,,,PNT,
88,863,501921,6359,,,ENT,
89,863,501927,6359,,,SUS,
90,863,501928,6359,,,ALU,
91,863,501929,6359,,,GYP,
92,863,501936,6359,,,PNT,
93,863,501941,6359,,,SUS,
94,863,501942,6359,,,ALU,
95,863,501943,6359,,,GYP,
96,863,501950,6359,,,PNT,
97,863,501955,6359,,,ENT,
98,863,501982,6359,,,SUS,
99,863,501983,6359,,,ALU,
100,863,501984,6359,,,GYP,
101,863,501991,6359,,,PNT,
102,863,501996,6359,,,ENT,
103,863,502001,6359,,,PNT,
104,863,502006,6359,,,ENT,
105,863,502011,6359,,,SUS,
106,863,502012,6359,,,ALU,
107,863,502013,6359,,,GYP,
108,863,502166,6359,,,ENT,
109,863,502171,6359,,,SUS,
110,863,502172,6359,,,ALU,
111,863,502173,6359,,,GYP,
112,863,502180,6359,,,PNT,
113,863,502185,6359,,,ENT,
114,863,502191,6359,,,SUS,
115,863,502192,6359,,,ALU,
116,863,502193,6359,,,GYP,
117,863,502200,6359,,,PNT,
118,863,502261,6359,,,ENT,
119,863,502267,6359,,,SUS,
120,863,502268,6359,,,ALU,
121,863,502269,6359,,,GYP,
122,863,502276,6359,,,PNT,
123,863,502281,6359,,,ENT,
124,863,502286,6359,,,SUS,
125,863,502287,6359,,,GYP,
126,863,502294,6359,,,PNT,
127,863,502295,6359,,,ALU,
128,863,502609,6359,,,ENT,
129,863,502613,6359,,,SUS,
130,863,502614,6359,,,GYP,
131,863,502619,6359,,,PNT,
132,863,502681,6359,,,ENT,
133,863,502686,6359,,,SUS,
134,863,502687,6359,,,GYP,
135,863,502692,6359,,,PNT,
136,863,502816,6359,,,ENT,
137,863,502821,6359,,,SUS,
138,863,502822,6359,,,GYP,
139,863,502826,6359,,,PNT,
140,863,503242,6359,,,SUS,
141,863,503243,6359,,,GYP,
142,863,503248,6359,,,PNT,
143,863,503253,6359,,,ENT,
144,863,503280,6359,,,ENT,
145,863,503285,6359,,,SUS,
146,863,503286,6359,,,GYP,
147,863,503291,6359,,,PNT,
148,863,503368,6359,,,ENT,
149,863,503373,6359,,,SUS,
150,863,503374,6359,,,GYP,
151,863,503379,6359,,,PNT,
152,863,503603,6359,,,PNT,
153,863,503608,6359,,,ENT,
154,863,503613,6359,,,SUS,
155,863,503614,6359,,,GYP,
156,863,503619,6359,,,PNT,
157,863,503624,6359,,,ENT,
158,863,503630,6359,,,SUS,
159,863,503631,6359,,,ALU,
160,863,503632,6359,,,GYP,
161,863,503748,6359,,,SUS,
162,863,503749,6359,,,ALU,
163,863,503750,6359,,,GYP,
164,863,503757,6359,,,PNT,
165,863,503762,6359,,,ENT,
166,863,503768,6359,,,ENT,
167,863,503773,6359,,,SUS,
168,863,503780,6359,,,PNT,
169,863,503781,6359,,,GYP,
170,863,503941,6359,,,ENT,
171,863,503947,6359,,,SUS,
172,863,503948,6359,,,ALU,
173,863,503949,6359,,,GYP,
174,863,503956,6359,,,PNT,
175,863,503961,6359,,,ENT,
176,863,503966,6359,,,SUS,
177,863,503967,6359,,,GYP,
178,863,503974,6359,,,PNT,
179,863,504052,6359,,,ENT,
180,863,504058,6359,,,SUS,
181,863,504059,6359,,,ALU,
182,863,504060,6359,,,GYP,
183,863,504067,6359,,,PNT,
184,863,504073,6359,,,SUS,
185,863,504074,6359,,,GYP,
186,863,504081,6359,,,PNT,
187,863,504086,6359,,,ENT,
188,863,504206,6359,,,ENT,
189,863,504211,6359,,,SUS,
190,863,504212,6359,,,GYP,
191,863,504219,6359,,,PNT,
192,863,504224,6359,,,ENT,
193,863,504230,6359,,,SUS,
194,863,504231,6359,,,ALU,
195,863,504232,6359,,,GYP,
196,863,504239,6359,,,PNT,
197,863,504351,6359,,,ENT,
198,863,504356,6359,,,SUS,
199,863,504357,6359,,,GYP,
200,863,504364,6359,,,PNT,
201,863,504369,6359,,,ENT,
202,863,504375,6359,,,SUS,
