,clndr_id,default_flag,clndr_name,proj_id,base_clndr_id,last_chng_date,clndr_type,day_hr_cnt,week_hr_cnt,month_hr_cnt,year_hr_cnt,clndr_data
0,597,N,Standard 5 Day Workweek,,,2000-04-26 14:11,CA_Base,8,40,172,2000,(0||CalendarData()(    (0||DaysOfWeek()(      (0||1()())      (0||2()(        (0||0(s|08:00|f|12:00)())        (0||1(s|13:00|f|17:00)())))      (0||3()(        (0||0(s|08:00|f|12:00)())        (0||1(s|13:00|f|17:00)())))      (0||4()(        (0||0(s|08:00|f|12:00)())        (0||1(s|13:00|f|17:00)())))      (0||5()(        (0||0(s|08:00|f|12:00)())        (0||1(s|13:00|f|17:00)())))      (0||6()(        (0||0(s|08:00|f|12:00)())        (0||1(s|13:00|f|17:00)())))      (0||7()())))    (0||Exceptions()())))
1,720,Y,Standard 5 Day Workweek w/ Basic Holidays,,,2009-06-16 00:00,CA_Base,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()())(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||7()())))(0||VIEW(ShowTotal|Y)())(0||Exceptions()((0||0(d|37865)())(0||1(d|37952)())(0||2(d|37953)())(0||3(d|37980)())(0||4(d|37981)())(0||5(d|37987)())(0||6(d|38138)())(0||7(d|38173)())(0||8(d|38236)())(0||9(d|38316)())(0||10(d|38317)())(0||11(d|38345)())(0||12(d|38352)())(0||13(d|38502)())(0||14(d|38537)())(0||15(d|38600)())(0||16(d|38680)())(0||17(d|38681)())(0||18(d|38712)())(0||19(d|38719)())(0||20(d|38866)())(0||21(d|38902)())(0||22(d|38964)())(0||23(d|39044)())(0||24(d|39045)())(0||25(d|39076)())(0||26(d|39083)())(0||27(d|39230)())(0||28(d|39267)())(0||29(d|39328)())(0||30(d|39408)())(0||31(d|39409)())(0||32(d|39441)())(0||33(d|39448)())(0||34(d|39594)())(0||35(d|39633)())(0||36(d|39692)())(0||37(d|39779)())(0||38(d|39780)())(0||39(d|39807)())(0||40(d|39814)())(0||41(d|39958)())(0||42(d|39997)())(0||43(d|40063)())(0||44(d|40143)())(0||45(d|40144)())(0||46(d|40172)())(0||47(d|40179)())(0||48(d|40329)())(0||49(d|40364)())(0||50(d|40427)())(0||51(d|40507)())(0||52(d|40508)())(0||53(d|40536)())(0||54(d|40546)())(0||55(d|40693)())(0||56(d|40728)())(0||57(d|40791)())(0||58(d|40871)())(0||59(d|40872)())(0||60(d|40903)())(0||61(d|40910)())(0||62(d|41057)())(0||63(d|41094)())(0||64(d|41155)())(0||65(d|41235)())(0||66(d|41236)())(0||67(d|41268)())(0||68(d|41275)())(0||69(d|41421)())(0||70(d|41459)())(0||71(d|41519)())(0||72(d|41606)())(0||73(d|41607)())(0||74(d|41633)())))))
2,782,N,School District 5 Day,,,2009-04-27 00:00,CA_Base,8,48,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()())(0||2()((0||0(s|08:00|f|16:00)())))(0||3()((0||0(s|08:00|f|16:00)())))(0||4()((0||0(s|08:00|f|16:00)())))(0||5()((0||0(s|08:00|f|16:00)())))(0||6()((0||0(s|08:00|f|16:00)())))(0||7()((0||0(s|08:00|f|16:00)())))))(0||VIEW(ShowTotal|Y)())(0||Exceptions()((0||0(d|38325)((0||0(s|08:00|f|16:00)())))(0||1(d|38332)((0||0(s|08:00|f|16:00)())))(0||2(d|38339)((0||0(s|08:00|f|16:00)())))(0||3(d|38346)((0||0(s|08:00|f|16:00)())))(0||4(d|38348)((0||0(s|08:00|f|16:00)())))(0||5(d|38353)((0||0(s|08:00|f|16:00)())))(0||6(d|38360)((0||0(s|08:00|f|16:00)())))(0||7(d|38367)((0||0(s|08:00|f|16:00)())))(0||8(d|38374)((0||0(s|08:00|f|16:00)())))(0||9(d|38381)((0||0(s|08:00|f|16:00)())))))))
3,841,N,JM00 - Global,,,,CA_Base,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()())(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||7()())))(0||Exceptions()())))
4,842,N,JM00 - 1 - 6-DAY+LOCAL HOLS,,,,CA_Base,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39448)())(0||1(d|39457)())(0||2(d|39527)())(0||3(d|39659)())(0||4(d|39694)())(0||5(d|39699)())(0||6(d|39701)())(0||7(d|39706)())(0||8(d|39708)())(0||9(d|39713)())(0||10(d|39715)())(0||11(d|39720)())(0||12(d|39723)())(0||13(d|39724)())(0||14(d|39784)())(0||15(d|39791)())(0||16(d|39792)())(0||17(d|39793)())(0||18(d|39811)())(0||19(d|39814)())(0||20(d|39881)())(0||21(d|40014)())(0||22(d|40049)())(0||23(d|40051)())(0||24(d|40056)())(0||25(d|40058)())(0||26(d|40063)())(0||27(d|40065)())(0||28(d|40070)())(0||29(d|40072)())(0||30(d|40077)())(0||31(d|40078)())(0||32(d|40079)())(0||33(d|40144)())(0||34(d|40147)())(0||35(d|40147)())(0||36(d|40148)())(0||37(d|40149)())(0||38(d|40367)())(0||39(d|40401)())(0||40(d|40406)())(0||41(d|40408)())(0||42(d|40413)())(0||43(d|40415)())(0||44(d|40420)())(0||45(d|40422)())(0||46(d|40427)())(0||47(d|40431)())(0||48(d|40434)())(0||49(d|40499)())(0||50(d|40500)())(0||51(d|40501)())(0||52(d|40514)())(0||53(d|40519)())(0||54(d|40543)())(0||55(d|40589)())(0||56(d|40721)())(0||57(d|40756)())(0||58(d|40758)())(0||59(d|40763)())(0||60(d|40765)())(0||61(d|40770)())(0||62(d|40772)())(0||63(d|40777)())(0||64(d|40779)())(0||65(d|40786)())(0||66(d|40787)())(0||67(d|40854)())(0||68(d|40854)())(0||69(d|40855)())(0||70(d|40856)())(0||71(d|40875)())))))
5,843,N,JM00 - 2 - 7-DAY+LOCAL HOLS,,,,CA_Base,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39448)())(0||1(d|39457)())(0||2(d|39527)())(0||3(d|39659)())(0||4(d|39694)())(0||5(d|39698)())(0||6(d|39701)())(0||7(d|39705)())(0||8(d|39708)())(0||9(d|39712)())(0||10(d|39715)())(0||11(d|39719)())(0||12(d|39723)())(0||13(d|39724)())(0||14(d|39725)())(0||15(d|39784)())(0||16(d|39791)())(0||17(d|39792)())(0||18(d|39793)())(0||19(d|39794)())(0||20(d|39811)())(0||21(d|39814)())(0||22(d|39881)())(0||23(d|40013)())(0||24(d|40048)())(0||25(d|40051)())(0||26(d|40055)())(0||27(d|40058)())(0||28(d|40062)())(0||29(d|40065)())(0||30(d|40069)())(0||31(d|40072)())(0||32(d|40077)())(0||33(d|40078)())(0||34(d|40079)())(0||35(d|40145)())(0||36(d|40146)())(0||37(d|40147)())(0||38(d|40148)())(0||39(d|40149)())(0||40(d|40165)())(0||41(d|40179)())(0||42(d|40235)())(0||43(d|40367)())(0||44(d|40401)())(0||45(d|40405)())(0||46(d|40408)())(0||47(d|40412)())(0||48(d|40415)())(0||49(d|40419)())(0||50(d|40422)())(0||51(d|40426)())(0||52(d|40431)())(0||53(d|40432)())(0||54(d|40433)())(0||55(d|40499)())(0||56(d|40500)())(0||57(d|40501)())(0||58(d|40502)())(0||59(d|40514)())(0||60(d|40519)())(0||61(d|40544)())(0||62(d|40589)())(0||63(d|40721)())(0||64(d|40755)())(0||65(d|40758)())(0||66(d|40762)())(0||67(d|40765)())(0||68(d|40769)())(0||69(d|40772)())(0||70(d|40776)())(0||71(d|40779)())(0||72(d|40786)())(0||73(d|40787)())(0||74(d|40788)())(0||75(d|40853)())(0||76(d|40854)())(0||77(d|40855)())(0||78(d|40856)())(0||79(d|40874)())(0||80(d|40879)())))))
6,844,N,JM00 - 3 - 7-DAY+NO HOLIDAY,,,,CA_Base,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()())))
7,847,N,A.0 - Cal,,842,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39448)())(0||1(d|39457)())(0||2(d|39527)())(0||3(d|39659)())(0||4(d|39694)())(0||5(d|39699)())(0||6(d|39701)())(0||7(d|39706)())(0||8(d|39708)())(0||9(d|39713)())(0||10(d|39715)())(0||11(d|39720)())(0||12(d|39723)())(0||13(d|39724)())(0||14(d|39784)())(0||15(d|39791)())(0||16(d|39792)())(0||17(d|39793)())(0||18(d|39811)())(0||19(d|39814)())(0||20(d|39881)())(0||21(d|40014)())(0||22(d|40049)())(0||23(d|40051)())(0||24(d|40056)())(0||25(d|40058)())(0||26(d|40063)())(0||27(d|40065)())(0||28(d|40070)())(0||29(d|40072)())(0||30(d|40077)())(0||31(d|40078)())(0||32(d|40079)())(0||33(d|40144)())(0||34(d|40147)())(0||35(d|40147)())(0||36(d|40148)())(0||37(d|40149)())(0||38(d|40367)())(0||39(d|40401)())(0||40(d|40406)())(0||41(d|40408)())(0||42(d|40413)())(0||43(d|40415)())(0||44(d|40420)())(0||45(d|40422)())(0||46(d|40427)())(0||47(d|40431)())(0||48(d|40434)())(0||49(d|40499)())(0||50(d|40500)())(0||51(d|40501)())(0||52(d|40514)())(0||53(d|40519)())(0||54(d|40543)())(0||55(d|40589)())(0||56(d|40721)())(0||57(d|40756)())(0||58(d|40758)())(0||59(d|40763)())(0||60(d|40765)())(0||61(d|40770)())(0||62(d|40772)())(0||63(d|40777)())(0||64(d|40779)())(0||65(d|40786)())(0||66(d|40787)())(0||67(d|40854)())(0||68(d|40854)())(0||69(d|40855)())(0||70(d|40856)())(0||71(d|40875)())))))
8,848,N,A.1.1 - Cal,,842,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39448)())(0||1(d|39457)())(0||2(d|39527)())(0||3(d|39659)())(0||4(d|39694)())(0||5(d|39699)())(0||6(d|39701)())(0||7(d|39706)())(0||8(d|39708)())(0||9(d|39713)())(0||10(d|39715)())(0||11(d|39720)())(0||12(d|39723)())(0||13(d|39724)())(0||14(d|39784)())(0||15(d|39791)())(0||16(d|39792)())(0||17(d|39793)())(0||18(d|39811)())(0||19(d|39814)())(0||20(d|39881)())(0||21(d|40014)())(0||22(d|40049)())(0||23(d|40051)())(0||24(d|40056)())(0||25(d|40058)())(0||26(d|40063)())(0||27(d|40065)())(0||28(d|40070)())(0||29(d|40072)())(0||30(d|40077)())(0||31(d|40078)())(0||32(d|40079)())(0||33(d|40144)())(0||34(d|40147)())(0||35(d|40147)())(0||36(d|40148)())(0||37(d|40149)())(0||38(d|40367)())(0||39(d|40401)())(0||40(d|40406)())(0||41(d|40408)())(0||42(d|40413)())(0||43(d|40415)())(0||44(d|40420)())(0||45(d|40422)())(0||46(d|40427)())(0||47(d|40431)())(0||48(d|40434)())(0||49(d|40499)())(0||50(d|40500)())(0||51(d|40501)())(0||52(d|40514)())(0||53(d|40519)())(0||54(d|40543)())(0||55(d|40589)())(0||56(d|40721)())(0||57(d|40756)())(0||58(d|40758)())(0||59(d|40763)())(0||60(d|40765)())(0||61(d|40770)())(0||62(d|40772)())(0||63(d|40777)())(0||64(d|40779)())(0||65(d|40786)())(0||66(d|40787)())(0||67(d|40854)())(0||68(d|40854)())(0||69(d|40855)())(0||70(d|40856)())(0||71(d|40875)())))))
9,849,N,A.1.2 - Cal,,842,,CA_Rsrc,8,40,172,2000,(0||CalendarData()((0||DaysOfWeek()((0||1()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||2()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||3()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||4()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||5()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))(0||6()())(0||7()((0||0(s|08:00|f|12:00)())(0||1(s|13:00|f|17:00)())))))(0||Exceptions()((0||0(d|39448)())(0||1(d|39457)())(0||2(d|39527)())(0||3(d|39659)())(0||4(d|39694)())(0||5(d|39699)())(0||6(d|39701)())(0||7(d|39706)())(0||8(d|39708)())(0||9(d|39713)())(0||10(d|39715)())(0||11(d|39720)())(0||12(d|39723)())(0||13(d|39724)())(0||14(d|39784)())(0||15(d|39791)())(0||16(d|39792)())(0||17(d|39793)())(0||18(d|39811)())(0||19(d|39814)())(0||20(d|39881)())(0||21(d|40014)())(0||22(d|40049)())(0||23(d|40051)())(0||24(d|40056)())(0||25(d|40058)())(0||26(d|40063)())(0||27(d|40065)())(0||28(d|40070)())(0||29(d|40072)())(0||30(d|40077)())(0||31(d|40078)())(0||32(d|40079)())(0||33(d|40144)())(0||34(d|40147)())(0||35(d|40147)())(0||36(d|40148)())(0||37(d|40149)())(0||38(d|40367)())(0||39(d|40401)())(0||40(d|40406)())(0||41(d|40408)())(0||42(d|40413)())(0||43(d|40415)())(0||44(d|40420)())(0||45(d|40422)())(0||46(d|40427)())(0||47(d|40431)())(0||48(d|40434)())(0||49(d|40499)())(0||50(d|40500)())(0||51(d|40501)())(0||52(d|40514)())(0||53(d|40519)())(0||54(d|40543)())(0||55(d|40589)())(0||56(d|40721)())(0||57(d|40756)())(0||58(d|40758)())(0||59(d|40763)())(0||60(d|40765)())(0||61(d|40770)())(0||62(d|40772)())(0||63(d|40777)())(0||64(d|40779)())(0||65(d|40786)())(0||66(d|40787)())(0||67(d|40854)())(0||68(d|40854)())(0||69(d|40855)())(0||70(d|40856)())(0||71(d|40875)())))))
