,actv_code_id,parent_actv_code_id,actv_code_type_id,actv_code_name,short_name,seq_num
0,12942,,8899,Management,0,0
1,12943,,8899,Engineering,1,100
2,12944,,8899,Procurement,3,200
3,12945,,8899,Fabrication,4,300
4,12946,,8900,GUPCO,GUP,0
5,12947,,8900,Enppi,ENP,100
6,12948,,8900,Petrojet,PTJ,200
7,12985,,9599,FIELD INSTRUMENT,21001,0
8,12986,,9599,PRESSURE CONTROLLERS,21204,400
9,12987,,9599,MULTIPHASE FLOW METERS,22106,3700
10,12988,,9599,PIPING BULK MATERIALS (STOCKHOLDER),40001,3200
11,12989,,9599,PIPING BULK MATERIALS ( LOCAL A7 ),40002,3300
12,12990,,9599,"REGULATORS (PRESSURE , TEMPRATURE , FLOW , LEVEL , PURGE)",23402,4800
13,12991,,9599,CHOKES AND VARIABLE RESTRICTORS,23406,5200
14,12992,,9599,SPECIAL PURPOSE CONTROL VALVES,23409,5500
15,12993,,9599,SAFETY AND RELIEF VALVES,24701,6100
16,12994,,9599,GASKETS,41901,4600
17,12995,,9599,FIRE DETECTION & ALARM SYSTEM,25205,7900
18,12996,,9599,HYDRAULIC SYSTEM,25211,8500
19,12997,,9599,C.S. BALL VALVES,42206,6500
20,12998,,9599,VERTICAL VESSELS,11301,1700
21,12999,,9599,PRESSURE VESSELS ( LOCAL A7 ),11303,1900
22,13000,,9599,TELECOMUNICATION SYSTEMS ROOM EQUIPMENT,28601,13300
23,13001,,9599,RECIPROCATING  PUMP,13103,4600
24,13002,,9599,INSTRUMENT MECHANICAL HOOK UP MATERIAL,29101,13500
25,13003,,9599,INSTRUMENT ELECTRICAL HOOK UP MATERIAL,29201,13600
26,13004,,9599,ANCHOR FLANGES,44906,15300
27,13005,,9599,CORROSION INHIBTOR INJECTION PACKAGES,16506,14800
28,13006,,9599,SHRINKAGE SLEEVES,46201,17300
29,13007,,9599,LAUNCHERS & RECEIVERS,47101,17900
30,13008,,9599,SACRIFICIAL ANODES SYSTEM (SUPPLIERS),18502,22900
31,13009,,9599,LIFE SAVING EQUIPMENT,19003,24300
32,13010,,9599,FIRE FIGHTING EQUIPMENT (LOCAL A7 ),19004,24400
33,13011,,9599,CARBON STEEL LINE PIPES (SEAMLESS),61102,104
34,13012,,9599,HOT BENDS,61202,211
35,13013,,9599,INSULATING JOINTS,61203,212
36,13014,,9599,FLANGES,61205,214
37,13015,,9599,ELECTRICAL BULK MATERIAL,50002,135
38,13016,,9599,NAVIGATIONAL AIDS,51010,148
39,13017,,9599,SOLAR SYSTEM POWER SUPPLY,51018,156
40,13018,,9600,MRQ,01,0
41,13019,,9600,RFQ,03,200
42,13020,,9600,Bid Due Date,04,200
43,13021,,9600,TER,09,300
44,13022,,9600,Comm. Evaluation,11,500
45,13023,,9600,F.O.C,13,800
46,13024,,9600,MRP,14,900
47,13025,,9600,P.O,15,800
48,13026,,9600,Fabrication upto RFS,16,900
49,13027,,9600,Delivery at Site,21,1200
50,13028,,9600,Receive Revised Comm. Evaluation,10,500
51,13029,,9599,SPECIAL ITEMS,40003,28800
52,13030,,9600,No Objection Letter,12,1000
53,13031,,9602,Engineering,1,100
54,13032,,9602,Procurement,3,200
55,13033,,9649,General,0,0
56,13034,,9649,Jacket and piles,1,100
57,13035,,9649,Decks,2,200
58,13036,,9649,Topsides,3,300
59,13037,,9649,Sealines,4,400
60,13038,,9649,Wells,9,500
61,13039,,9650,Gupco,GUP,0
62,13040,,9650,Enppi,ENP,100
63,13041,,9650,Petrojet,PTJ,200
64,13042,,9650,PMS,PMS,300
65,13043,,9651,Piping,80,0
66,13044,,9651,Electrical bulk,85,100
67,13045,,9651,Instrument bulk,90,200
68,13046,,9651,Misc. Bulks,95,300
69,13047,,9651,Platfrom Steel,01,400
70,13048,,9651,(New Code Value),(New),1
71,13055,,9649,Wells,5,500
