,task_id,proj_id,wbs_id,clndr_id,est_wt,phys_complete_pct,rev_fdbk_flag,lock_plan_flag,auto_compute_act_flag,complete_pct_type,task_type,duration_type,review_type,status_code,task_code,task_name,rsrc_id,total_float_hr_cnt,free_float_hr_cnt,remain_drtn_hr_cnt,act_work_qty,remain_work_qty,target_work_qty,target_drtn_hr_cnt,target_equip_qty,act_equip_qty,remain_equip_qty,cstr_date,act_start_date,act_end_date,late_start_date,late_end_date,expect_end_date,early_start_date,early_end_date,restart_date,reend_date,target_start_date,target_end_date,review_end_date,rem_late_start_date,rem_late_end_date,cstr_type,priority_type,suspend_date,resume_date,float_path,float_path_order,guid,tmpl_guid,cstr_date2,cstr_type2,driving_path_flag,act_this_per_work_qty,act_this_per_equip_qty,external_early_start_date,external_late_end_date,create_date,update_date,create_user,update_user,old_restart_date,old_reend_date,old_remain_drtn_hr_cnt
0,88843,784,11512,841,0,0,N,N,N,CP_Drtn,TT_Mile,DT_FixedDrtn,RV_OK,TK_NotStart,A1000,Project Start,,128,0,0,0,0,0,0,0,0,0,,,,2010-07-10 08:00,2010-07-10 08:00,,2010-06-21 08:00,2010-06-21 08:00,2010-06-21 08:00,2010-06-21 08:00,2010-06-21 08:00,2010-06-21 08:00,,2010-07-10 08:00,2010-07-10 08:00,,PT_Normal,,,,,ST2k6UBJuUGsVUJ52jBpDA,,,,N,0,0,,,2010-08-08 11:54,2010-08-08 19:07,admin,admin,,,
1,88844,784,11512,841,0,0,N,N,N,CP_Drtn,TT_Mile,DT_FixedDrtn,RV_OK,TK_NotStart,A1020,Site Taking Over,,128,0,0,0,0,0,0,0,0,0,,,,2010-07-10 08:00,2010-07-10 08:00,,2010-06-21 08:00,2010-06-21 08:00,2010-06-21 08:00,2010-06-21 08:00,2010-06-21 08:00,2010-06-21 08:00,,2010-07-10 08:00,2010-07-10 08:00,,PT_Normal,,,,,Dq3sMcB1lEKHQfXbg/e/tA,,,,N,0,0,,,2010-08-08 11:54,2010-08-08 19:07,admin,admin,,,
2,88845,784,11514,841,0,0,N,N,N,CP_Drtn,TT_FinMile,DT_FixedDrtn,RV_OK,TK_NotStart,A1280,end project,,0,0,0,0,0,0,0,0,0,0,,,,2010-12-28 16:00,2010-12-28 16:00,,2010-12-28 16:00,2010-12-28 16:00,2010-12-28 16:00,2010-12-28 16:00,2010-12-28 16:00,2010-12-28 16:00,,2010-12-28 16:00,2010-12-28 16:00,,PT_Normal,,,,,304q3GeOyEqHpVbYCfBdeQ,,,,Y,0,0,,,2010-08-08 11:54,2010-08-08 19:41,admin,admin,,,
3,88846,784,11551,841,1,0,N,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,RV_OK,TK_NotStart,A9980,excavation,,128,0,16,0,0,0,16,0,0,0,,,,2010-08-30 08:00,2010-08-31 16:00,,2010-08-11 08:00,2010-08-12 16:00,2010-08-11 08:00,2010-08-12 16:00,2010-08-11 08:00,2010-08-12 16:00,,2010-08-30 08:00,2010-08-31 16:00,,PT_Normal,,,,,1W5pk1lML0+1F5VnNIysZw,pR51kGoI20OO7hCzM8wNEA,,,N,0,0,,,2010-08-08 11:54,2010-08-08 19:07,admin,admin,,,
4,88847,784,11551,841,1,0,N,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,RV_OK,TK_NotStart,A9990,soil replacement,,128,0,96,0,0,0,96,0,0,0,,,,2010-09-01 08:00,2010-09-14 16:00,,2010-08-14 08:00,2010-08-26 16:00,2010-08-14 08:00,2010-08-26 16:00,2010-08-14 08:00,2010-08-26 16:00,,2010-09-01 08:00,2010-09-14 16:00,,PT_Normal,,,,,4bU5U7XAQ0+y3r1Uha5NBw,sAFO1QwZ/Eic/wXDsvwfEg,,,N,0,0,,,2010-08-08 11:54,2010-08-08 19:07,admin,admin,,,
5,88848,784,11546,841,1,0,N,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,RV_OK,TK_NotStart,A10000,Plain Concrete Foundation,,128,0,16,0,0,0,16,0,0,0,,,,2010-09-15 08:00,2010-09-16 16:00,,2010-08-28 08:00,2010-08-29 16:00,2010-08-28 08:00,2010-08-29 16:00,2010-08-28 08:00,2010-08-29 16:00,,2010-09-15 08:00,2010-09-16 16:00,,PT_Normal,,,,,rf8yL+DeykGmOqRRbLqWwQ,ZfdxWPXNKECWVjU8exyb3g,,,N,0,0,,,2010-08-08 11:54,2010-08-08 19:07,admin,admin,,,
6,88849,784,11546,841,1,0,N,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,RV_OK,TK_NotStart,A10010,Reinforced Concrete Foundation,,128,0,56,0,0,0,56,0,0,0,,,,2010-09-21 08:00,2010-09-28 16:00,,2010-09-02 08:00,2010-09-09 16:00,2010-09-02 08:00,2010-09-09 16:00,2010-09-02 08:00,2010-09-09 16:00,,2010-09-21 08:00,2010-09-28 16:00,,PT_Normal,,,,,3RhHsiWvi02Ja8pP3ToLBg,qj4YcRKGZkivqAaS+9+R0Q,,,N,0,0,,,2010-08-08 11:54,2010-08-08 19:07,admin,admin,,,
7,88850,784,11546,841,1,0,N,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,RV_OK,TK_NotStart,A10020,under ground  brick works,,128,0,16,0,0,0,16,0,0,0,,,,2010-10-06 08:00,2010-10-07 16:00,,2010-09-18 08:00,2010-09-19 16:00,2010-09-18 08:00,2010-09-19 16:00,2010-09-18 08:00,2010-09-19 16:00,,2010-10-06 08:00,2010-10-07 16:00,,PT_Normal,,,,,l9XXh/NrekivDtZx3bjyhg,46sDrceNckeaI1w9PG/r5A,,,N,0,0,,,2010-08-08 11:54,2010-08-08 19:07,admin,admin,,,
8,88851,784,11546,841,1,0,N,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,RV_OK,TK_NotStart,A10030,under ground insulation for RC & Brick work,,128,0,16,0,0,0,16,0,0,0,,,,2010-10-09 08:00,2010-10-10 16:00,,2010-09-20 08:00,2010-09-21 16:00,2010-09-20 08:00,2010-09-21 16:00,2010-09-20 08:00,2010-09-21 16:00,,2010-10-09 08:00,2010-10-10 16:00,,PT_Normal,,,,,oVneg3BMlEWfGLjhBd/YAQ,ecjDXTIAuU2mU0c42NSiYw,,,N,0,0,,,2010-08-08 11:54,2010-08-08 19:07,admin,admin,,,
9,88852,784,11546,841,1,0,N,N,N,CP_Drtn,TT_Task,DT_FixedDUR2,RV_OK,TK_NotStart,A10040,backfilling for under ground,,128,0,16,0,0,0,16,0,0,0,,,,2010-10-11 08:00,2010-10-12 16:00,,2010-09-22 08:00,2010-09-23 16:00,2010-09-22 08:00,2010-09-23 16:00,2010-09-22 08:00,2010-09-23 16:00,,2010-10-11 08:00,2010-10-12 16:00,,PT_Normal,,,,,xiYGyjXJp0+sGIck01fxHA,ZrSNVFL7eUWIDD79JyjXfg,,,N,0,0,,,2010-08-08 11:54,2010-08-08 19:07,admin,admin,,,
