,actv_code_id,parent_actv_code_id,actv_code_type_id,actv_code_name,short_name,seq_num
0,12942,,8899,Management,0,0
1,12943,,8899,Engineering,1,100
2,12944,,8899,Procurement,3,200
3,12945,,8899,Fabrication,4,300
4,12946,,8900,GUPCO,GUP,0
5,12947,,8900,Enppi,ENP,100
6,12948,,8900,Petrojet,PTJ,200
7,12985,,9599,FIELD INSTRUMENT,21001,0
8,12986,,9599,PRESSURE CONTROLLERS,21204,400
9,12987,,9599,MULTIPHASE FLOW METERS,22106,3700
10,12988,,9599,PIPING BULK MATERIALS (STOCKHOLDER),40001,3200
11,12989,,9599,PIPING BULK MATERIALS ( LOCAL A7 ),40002,3300
12,12990,,9599,"REGULATORS (PRESSURE , TEMPRATURE , FLOW , LEVEL , PURGE)",23402,4800
13,12991,,9599,CHOKES AND VARIABLE RESTRICTORS,23406,5200
14,12992,,9599,SPECIAL PURPOSE CONTROL VALVES,23409,5500
15,12993,,9599,SAFETY AND RELIEF VALVES,24701,6100
16,12994,,9599,GASKETS,41901,4600
17,12995,,9599,FIRE DETECTION & ALARM SYSTEM,25205,7900
18,12996,,9599,HYDRAULIC SYSTEM,25211,8500
19,12997,,9599,C.S. BALL VALVES,42206,6500
20,12998,,9599,VERTICAL VESSELS,11301,1700
21,12999,,9599,PRESSURE VESSELS ( LOCAL A7 ),11303,1900
22,13000,,9599,TELECOMUNICATION SYSTEMS ROOM EQUIPMENT,28601,13300
23,13001,,9599,RECIPROCATING  PUMP,13103,4600
24,13002,,9599,INSTRUMENT MECHANICAL HOOK UP MATERIAL,29101,13500
25,13003,,9599,INSTRUMENT ELECTRICAL HOOK UP MATERIAL,29201,13600
26,13004,,9599,ANCHOR FLANGES,44906,15300
27,13005,,9599,CORROSION INHIBTOR INJECTION PACKAGES,16506,14800
28,13006,,9599,SHRINKAGE SLEEVES,46201,17300
29,13007,,9599,LAUNCHERS & RECEIVERS,47101,17900
30,13008,,9599,SACRIFICIAL ANODES SYSTEM (SUPPLIERS),18502,22900
31,13009,,9599,LIFE SAVING EQUIPMENT,19003,24300
32,13010,,9599,FIRE FIGHTING EQUIPMENT (LOCAL A7 ),19004,24400
33,13011,,9599,CARBON STEEL LINE PIPES (SEAMLESS),61102,104
34,13012,,9599,HOT BENDS,61202,211
35,13013,,9599,INSULATING JOINTS,61203,212
36,13014,,9599,FLANGES,61205,214
37,13015,,9599,ELECTRICAL BULK MATERIAL,50002,135
38,13016,,9599,NAVIGATIONAL AIDS,51010,148
39,13017,,9599,SOLAR SYSTEM POWER SUPPLY,51018,156
40,13018,,9600,MRQ,01,0
41,13019,,9600,RFQ,03,200
42,13020,,9600,Bid Due Date,04,200
43,13021,,9600,TER,09,300
44,13022,,9600,Comm. Evaluation,11,500
45,13023,,9600,F.O.C,13,800
46,13024,,9600,MRP,14,900
47,13025,,9600,P.O,15,800
48,13026,,9600,Fabrication upto RFS,16,900
49,13027,,9600,Delivery at Site,21,1200
50,13028,,9600,Receive Revised Comm. Evaluation,10,500
51,13029,,9599,SPECIAL ITEMS,40003,28800
52,13030,,9600,No Objection Letter,12,1000
53,13031,,9602,Engineering,1,100
54,13032,,9602,Procurement,3,200
55,13152,,10486,General,0,1
56,13153,,10486,Jacket and piles,1,100
57,13154,,10486,Decks,2,200
58,13155,,10486,Topsides,3,300
59,13156,,10486,Sealines,4,400
60,13157,,10486,Wells,9,500
61,13158,,10487,Gupco,GUP,0
62,13159,,10487,Enppi,ENP,100
63,13160,,10487,Petrojet,PTJ,200
64,13161,,10487,PMS,PMS,300
65,13162,,10488,Misc. Bulks,95,300
66,13163,,10488,Platfrom Steel,01,400
67,13164,,10487,Platfrom Installation Contractor,OFC,1
68,13165,,10487,Drilling,DRL,2
69,13166,,10489,Detailed Engineering,1,3
70,13167,,10489,Procurement,3,200
71,13168,,10489,Fabrication,4,300
72,13169,,10489,Installation and hookup,5,400
73,13170,,10489,Drillling and Completion,8,500
74,13171,,10489,Commissioning and startup,9,600
75,13172,,10489,Management deliverables,0,2
76,13173,,10486,In-house and Management,10,0
77,13174,,10489,FEED,2,0
78,13175,,10489,Project Assurance,6,1
79,13176,,10490,General,1,0
80,13177,,10490,Process,3,100
81,13178,,10490,Piping,4,200
82,13179,,10490,Mechanical,5,300
83,13180,,10490,Electrical,6,400
84,13181,,10490,Instrumentation,7,500
85,13182,,10490,Structural,8,600
86,13183,,10488,Jacket structural,02,1
87,13184,,10488,Piles,03,3
88,13185,,10488,Deck steel,04,4
89,13186,,10488,(New Code Value),05,5
90,13187,,10488,Anchor flanges,06,6
91,13188,,10488,Line pipes,07,7
92,13189,,10488,Pipeline fittings,08,8
93,13190,,10488,Hot bends,09,9
94,13191,,10488,Insulating joints,10,10
95,13192,,10488,Vertical vessels,11,11
96,13193,,10488,Pressure veseels,12,12
97,13194,,10488,Pumps.,13,13
98,13195,,10488,Fire detevtion and alarm system,14,14
99,13196,,10488,Corrosion inhibitor injection pkg,15,15
100,13197,,10488,Lanuchers and Receivers,16,16
101,13198,,10488,Chemical injection pkg.,17,17
102,13199,,10488,Fire fighting equipment,18,18
103,13200,,10488,Solar power system,19,19
104,13201,,10488,Navigational aids system,20,20
105,13202,,10488,Piping bulks,21,21
106,13203,,10488,Piping valves,22,22
107,13204,,10488,Flanges,23,23
108,13205,,10488,Gaskets,24,24
109,13206,,10488,C S Ball valves,25,25
110,13207,,10488,Ball valves,26,26
111,13208,,10488,Control valves,27,27
112,13209,,10488,Pressure safety valves,28,28
113,13210,,10488,Shutdown valves,29,29
114,13211,,10488,"Regulator (pressure, temperatures..)",30,30
115,13212,,10488,Flow meters,31,31
116,13213,,10488,Chokes and variable restrictors,32,32
117,13214,,10488,Life saving equipment,33,33
118,13215,,10488,Special purpose control valves,34,34
119,13216,,10488,Safe guard system,35,35
120,13217,,10488,Telecommunication system,36,36
121,13218,,10488,Instrument Mechanical bulk,37,37
122,13219,,10488,Instrument electrical bulk,38,38
123,13220,,10488,Field instruments,39,101
124,13221,,10488,(New Code Value),40,102
125,13222,,10488,(New Code Value),41,103
126,13223,,10488,(New Code Value),42,104
127,13224,,10488,(New Code Value),43,105
128,13225,,10488,(New Code Value),44,106
129,13226,,10488,Jacket design package,45,107
130,13227,,10488,Platform installation contracting package,46,108
