,cost_item_id,acct_id,pobs_id,cost_type_id,proj_id,task_id,cost_name,po_number,vendor_name,act_cost,cost_per_qty,remain_cost,target_cost,cost_load_type,auto_compute_act_flag,target_qty,qty_name,cost_descr,contract_manager_import
0,3389,,,,1238,87728,(New Expense Item),,,0.00,45000.00,45000.00,45000.00,CL_Uniform,N,1,,,
1,3390,,,,1238,87726,(New Expense Item),,,0.00,640000.00,640000.00,640000.00,CL_Uniform,N,1,,,
2,3391,,,,1238,87726,(New Expense Item)1,,,0.00,108800.00,108800.00,108800.00,CL_Uniform,N,1,,,
3,3392,,,,1238,87727,(New Expense Item),,,0.00,390000.00,390000.00,390000.00,CL_Uniform,N,1,,,
4,3393,,,,1238,87731,(New Expense Item),,,0.00,517000.00,517000.00,517000.00,CL_Uniform,N,1,,,
5,3394,,,,1238,87732,(New Expense Item),,,0.00,4804800.00,4804800.00,4804800.00,CL_Uniform,N,1,,,
6,3395,,,,1238,87737,(New Expense Item),,,0.00,4937500.00,4937500.00,4937500.00,CL_Uniform,N,1,,,
7,3396,,,,1238,87737,(New Expense Item)1,,,0.00,27930.00,27930.00,27930.00,CL_Uniform,N,1,,,
8,3397,,,,1238,87766,(New Expense Item),,,0.00,886950.00,886950.00,886950.00,CL_Uniform,N,1,,,
9,3398,,,,1238,87736,(New Expense Item),,,0.00,78030.00,78030.00,78030.00,CL_Uniform,N,1,,,
10,3399,,,,1238,87735,(New Expense Item),,,0.00,23750.00,23750.00,23750.00,CL_Start,N,1,,,
11,3400,,,,1238,87735,(New Expense Item)1,,,0.00,803400.00,803400.00,803400.00,CL_Start,N,1,,,
12,3401,,,,1238,87736,(New Expense Item)1,,,0.00,54400.00,54400.00,54400.00,CL_Uniform,N,1,,,
13,3402,,,,1238,87744,(New Expense Item),,,0.00,105690.00,105690.00,105690.00,CL_Uniform,N,1,,,
14,3403,,,,1238,87760,(New Expense Item),,,0.00,629320.00,629320.00,629320.00,CL_Uniform,N,1,,,
15,3404,,,,1238,87733,(New Expense Item),,,0.00,108000.00,108000.00,108000.00,CL_Uniform,N,1,,,
16,3405,,,,1238,87763,(New Expense Item),,,0.00,10835.00,10835.00,10835.00,CL_Uniform,N,1,,,
17,3406,,,,1238,87734,(New Expense Item),,,0.00,49000.00,49000.00,49000.00,CL_Uniform,N,1,,,
18,3407,,,,1238,87766,(New Expense Item)1,,,0.00,1081550.00,1081550.00,1081550.00,CL_Uniform,N,1,,,
19,3408,,,,1238,87765,(New Expense Item),,,0.00,65960.00,65960.00,65960.00,CL_Uniform,N,1,,,
20,3409,,,,1238,87750,(New Expense Item),,,0.00,405938.00,405938.00,405938.00,CL_Uniform,N,1,,,
21,3410,,,,1238,87738,(New Expense Item),,,0.00,971620.00,971620.00,971620.00,CL_Uniform,N,1,,,
22,3411,,,,1238,87739,(New Expense Item),,,0.00,545400.00,545400.00,545400.00,CL_Uniform,N,1,,,
23,3412,,,,1238,87740,(New Expense Item),,,0.00,306510.00,306510.00,306510.00,CL_Uniform,N,1,,,
24,3413,,,,1238,87741,(New Expense Item),,,0.00,79800.00,79800.00,79800.00,CL_Uniform,N,1,,,
25,3414,,,,1238,87742,(New Expense Item),,,0.00,79800.00,79800.00,79800.00,CL_Uniform,N,1,,,
26,3415,,,,1238,87743,(New Expense Item),,,0.00,31500.00,31500.00,31500.00,CL_Uniform,N,1,,,
27,3416,,,,1238,87765,(New Expense Item)1,,,0.00,2615607.00,2615607.00,2615607.00,CL_Uniform,N,1,,,
28,3417,,,,1238,87745,(New Expense Item),,,0.00,44000.00,44000.00,44000.00,CL_Uniform,N,1,,,
29,3418,,,,1238,87746,(New Expense Item),,,0.00,69920.00,69920.00,69920.00,CL_Uniform,N,1,,,
30,3419,,,,1238,87747,(New Expense Item),,,0.00,217320.00,217320.00,217320.00,CL_Uniform,N,1,,,
31,3420,,,,1238,87764,(New Expense Item),,,0.00,231920.00,231920.00,231920.00,CL_Uniform,N,1,,,
32,3421,,,,1238,87751,(New Expense Item),,,0.00,679280.00,679280.00,679280.00,CL_Uniform,N,1,,,
33,3422,,,,1238,87753,(New Expense Item),,,0.00,300000.00,300000.00,300000.00,CL_Start,N,1,,,
34,3423,,,,1238,87754,(New Expense Item),,,0.00,200000.00,200000.00,200000.00,CL_Start,N,1,,,
35,3424,,,,1238,87755,(New Expense Item),,,0.00,30581.00,30581.00,30581.00,CL_Uniform,N,1,,,
36,3425,,,,1238,87756,(New Expense Item),,,0.00,1000000.00,1000000.00,1000000.00,CL_Start,N,1,,,
37,3426,,,,1238,87757,(New Expense Item),,,0.00,900000.00,900000.00,900000.00,CL_Uniform,N,1,,,
38,3427,,,,1238,87758,(New Expense Item),,,0.00,66499.00,66499.00,66499.00,CL_Uniform,N,1,,,
39,3428,,,,1238,87759,(New Expense Item),,,0.00,1120176.00,1120176.00,1120176.00,CL_Start,N,1,,,
40,3429,,,,1238,87752,(New Expense Item),,,0.00,2618016.00,2618016.00,2618016.00,CL_Uniform,N,1,,,
41,3430,,,,1238,87767,(New Expense Item),,,0.00,1000000.00,1000000.00,1000000.00,CL_Uniform,N,1,,,
42,3431,,,,1238,87768,(New Expense Item),,,0.00,1108690.00,1108690.00,1108690.00,CL_Uniform,N,1,,,
43,3432,,,,1238,87735,(New Expense Item)2,,,0.00,106500.00,106500.00,106500.00,CL_Start,N,1,,,
