,actv_code_id,parent_actv_code_id,actv_code_type_id,actv_code_name,short_name,seq_num
0,769855,,20193,General - All Units,00,10
1,769856,,20193,Offsites,01,20
2,769857,,20193,Ammonia,02,30
3,769858,,20193,Utility Plant,03,40
4,769859,,20193,Corridor,04,50
5,769860,,20193,Dock / Storage,05,60
6,769862,,20194,Engineering - HOC,EK,10
7,769863,,20194,Procurement - HOC,PK,30
8,769864,,20194,Construction - KBR Site Work,CK,50
9,769866,,20194,Construction - OCI Site Work,CO,60
10,769868,,20194,Procurement - OCI,PO,31
11,769869,,20195,Project Milestones,000,10
12,769875,,20195,Concrete / Piling,C00,70
13,769877,,20195,"Concrete Pipe Rack, Structures, Bldgs.,Boxes etc",C20,90
14,769878,,20195,Foundations for Equipment,C30,100
15,769879,,20195,Foundations for Steel Pipe Racks,C40,110
16,769880,,20195,Foundations for Steel Structure or Steel Bldgs,C50,120
17,769881,,20195,Misc. Foundations,C60,130
18,769884,,20195,Above Ground Electrical,E00,160
19,769886,,20195,One Line Diagrams - Overall,EA1,180
20,769887,,20195,Electrical Load List,EB0,190
21,769888,,20195,Load Summary,EC1,200
22,769889,,20195,Substation Building Layouts,ED0,210
23,769890,,20195,Electrical Tie-in List,EE0,220
24,769894,,20195,Lighting - Installation Details,EJ1,260
25,769895,,20195,A/G Power - Installation Details,EK1,270
26,769898,,20195,Cable & Raceway - Spreadsheet,EM2,300
27,769904,,20195,Noise & Vibrations,EV3,360
28,769906,,20195,General & Administrative,G10,380
29,769907,,20195,Standards & Specificaions,G20,390
30,769908,,20195,Estimating & Tracking/Trending,G30,400
31,769909,,20195,"Work Group Specified Activity, Study etc.",G40,410
32,769911,,20195,Subcontracts & Bulk Marl. Purchase,G60,430
33,769912,,20195,Field Coordination/Interface,G70,440
34,769914,,20195,Instrumentation,I00,460
35,769916,,20195,"Trasmitters, Switches, Recorders",I13,480
36,769917,,20195,"Guages, Temp. Elements & Accessories",I16,490
37,769918,,20195,Flow Measuring Elements,I21,500
38,769919,,20195,Engineered Valves,I22,510
39,769920,,20195,Electronic Controls Systems,I35,520
40,769921,,20195,Analyzers,I44,530
41,769922,,20195,Instrument Location Plans,ID1,540
42,769923,,20195,Instrument Installation Details,ID2,550
43,769924,,20195,Instrument Wiring,ID3,560
44,769925,,20195,Instrumant Loop Diagrams,ID4,570
45,769930,,20195,Site Prep/Improvements,K00,620
46,769932,,20195,Site Prep,K10,640
47,769934,,20195,"Finished Grading, Roads and Paving",K30,660
48,769937,,20195,Erect Major Equipment,M00,690
49,769939,,20195,Furnace General Arrangement,MB1,710
50,769940,,20195,Furnace Steel & Pipe Supports Dwgs.,MB2,720
51,769941,,20195,Pressure Parts,MB3,730
52,769942,,20195,Castings,MB4,740
53,769943,,20195,Refractory-Mechanical Design,MB5,750
54,769944,,20195,Furnace Equipment,MB6,760
55,769945,,20195,Flares,MB7,770
56,769946,,20195,Third Party Furnaces,MB8,780
57,769947,,20195,API Data Sheets...Performance Summary,MB9,790
58,769949,,20195,Standard Shell & Tube Exchangers,MC2,810
59,769950,,20195,Company Proprietary Exchangers,MC3,820
60,769953,,20195,Compact Heat Exchangers,MC6,850
61,769955,,20195,Columns and Towers,MD2,870
62,769956,,20195,Converts/Reactors/Regenerators,MD3,880
63,769957,,20195,Drums,MD4,890
64,769958,,20195,Special Vessels,MD5,900
65,769962,,20195,Field Assembled Tanks,MF3,940
66,769967,,20195,Compressors,MJ2,990
67,769968,,20195,Pumps,MJ3,1000
68,769972,,20195,Generators & Condensers,MJ7,1040
69,769976,,20195,Packaged Equipment( See Machinery),ML3,1080
70,769977,,20195,Filtering/Mixing/Drying Equipment,ML4,1090
71,769978,,20195,Misc Special Equipment,ML5,1100
72,769980,,20195,Other Special Equipment,ML9,1120
73,769982,,20195,Waste Water Treating,MU2,1140
74,769983,,20195,Water Treating Equipment,MU3,1150
75,769984,,20195,Boilers/Incinerators,MU4,1160
76,769986,,20195,Cooling Towers,MU6,1180
77,770000,,20195,A/G Pipe,P00,1320
78,770001,,20195,Plot Plan,P10,1330
