,udf_type_id,fk_id,proj_id,udf_date,udf_number,udf_text,udf_code_id
0,43,12456181,14517,2006-07-29 00:00,,,
1,43,12456182,14517,2006-07-29 00:00,,,
2,43,12456183,14517,2006-07-29 00:00,,,
3,43,12456184,14517,2006-07-29 00:00,,,
4,43,12456185,14517,2006-07-29 00:00,,,
5,43,12456186,14517,2006-07-29 00:00,,,
6,43,12456187,14517,2006-07-29 00:00,,,
7,43,12456188,14517,2006-07-29 00:00,,,
8,43,12456189,14517,2006-07-29 00:00,,,
9,43,12456190,14517,2006-07-29 00:00,,,
10,43,12456191,14517,2006-07-29 00:00,,,
11,43,12456192,14517,2006-07-29 00:00,,,
12,43,12456193,14517,2006-07-29 00:00,,,
13,43,12456194,14517,2006-07-29 00:00,,,
14,43,12456195,14517,2006-07-29 00:00,,,
15,43,12456196,14517,2006-07-29 00:00,,,
16,43,12456197,14517,2006-07-29 00:00,,,
17,43,12456198,14517,2006-07-29 00:00,,,
18,43,12456199,14517,2006-07-29 00:00,,,
19,43,12456200,14517,2006-07-29 00:00,,,
20,43,12456201,14517,2006-07-29 00:00,,,
21,43,12456202,14517,2006-07-29 00:00,,,
22,43,12456203,14517,2006-07-29 00:00,,,
23,43,12456204,14517,2006-07-29 00:00,,,
24,43,12456205,14517,2006-07-29 00:00,,,
25,43,12456206,14517,2006-07-29 00:00,,,
26,43,12456207,14517,2006-07-29 00:00,,,
27,43,12456208,14517,2006-07-29 00:00,,,
28,43,12456209,14517,2006-07-29 00:00,,,
29,43,12456210,14517,2006-07-29 00:00,,,
30,43,12456211,14517,2006-07-29 00:00,,,
31,43,12456212,14517,2006-07-29 00:00,,,
32,43,12456213,14517,2006-07-29 00:00,,,
33,43,12456214,14517,2006-07-29 00:00,,,
34,43,12456215,14517,2006-07-29 00:00,,,
35,43,12456216,14517,2006-07-29 00:00,,,
36,43,12456217,14517,2006-07-29 00:00,,,
37,43,12456218,14517,2006-07-29 00:00,,,
38,43,12456219,14517,2006-07-29 00:00,,,
39,43,12456220,14517,2006-07-29 00:00,,,
40,43,12456221,14517,2006-07-29 00:00,,,
41,43,12456222,14517,2006-07-29 00:00,,,
42,43,12456223,14517,2006-07-29 00:00,,,
43,43,12456224,14517,2006-07-29 00:00,,,
44,43,12456225,14517,2006-07-29 00:00,,,
45,43,12456226,14517,2006-07-29 00:00,,,
46,43,12456227,14517,2006-07-29 00:00,,,
47,43,12456228,14517,2006-07-29 00:00,,,
48,43,12456229,14517,2006-07-29 00:00,,,
49,43,12456230,14517,2006-07-29 00:00,,,
50,43,12456231,14517,2006-07-29 00:00,,,
51,43,12456232,14517,2006-07-29 00:00,,,
52,43,12456233,14517,2006-07-29 00:00,,,
53,43,12456234,14517,2006-07-29 00:00,,,
54,43,12456235,14517,2006-07-29 00:00,,,
55,43,12456236,14517,2006-07-29 00:00,,,
56,43,12456237,14517,2006-07-29 00:00,,,
57,43,12456238,14517,2006-07-29 00:00,,,
58,43,12456239,14517,2006-07-29 00:00,,,
59,43,12456240,14517,2006-07-29 00:00,,,
60,43,12456241,14517,2006-07-29 00:00,,,
61,43,12456242,14517,2006-07-29 00:00,,,
62,43,12456243,14517,2006-07-29 00:00,,,
63,43,12456244,14517,2006-07-29 00:00,,,
64,43,12456245,14517,2006-07-29 00:00,,,
65,43,12456246,14517,2006-07-29 00:00,,,
66,43,12456247,14517,2006-07-29 00:00,,,
67,43,12456248,14517,2006-07-29 00:00,,,
68,43,12456249,14517,2006-07-29 00:00,,,
69,43,12456250,14517,2006-07-29 00:00,,,
70,43,12456251,14517,2006-07-29 00:00,,,
71,43,12456252,14517,2006-07-29 00:00,,,
72,43,12456253,14517,2006-07-29 00:00,,,
73,43,12456254,14517,2006-07-29 00:00,,,
74,43,12456255,14517,2006-07-29 00:00,,,
75,43,12456256,14517,2006-07-29 00:00,,,
76,43,12456257,14517,2006-07-29 00:00,,,
77,43,12456258,14517,2006-07-29 00:00,,,
78,43,12456259,14517,2006-07-29 00:00,,,
79,43,12456260,14517,2006-07-29 00:00,,,
80,43,12456261,14517,2006-07-29 00:00,,,
81,43,12456262,14517,2006-07-29 00:00,,,
82,43,12456263,14517,2006-07-29 00:00,,,
83,43,12456264,14517,2006-07-29 00:00,,,
84,43,12456265,14517,2006-07-29 00:00,,,
85,43,12456266,14517,2006-07-29 00:00,,,
86,43,12456267,14517,2006-07-29 00:00,,,
87,43,12456268,14517,2006-07-29 00:00,,,
88,43,12456269,14517,2006-07-29 00:00,,,
89,43,12456270,14517,2006-07-29 00:00,,,
90,43,12456271,14517,2006-07-29 00:00,,,
91,43,12456272,14517,2006-07-29 00:00,,,
92,43,12456273,14517,2006-07-29 00:00,,,
93,43,12456274,14517,2006-07-29 00:00,,,
94,43,12456275,14517,2006-07-29 00:00,,,
95,43,12456276,14517,2006-07-29 00:00,,,
96,43,12456277,14517,2006-07-29 00:00,,,
97,43,12456278,14517,2006-07-29 00:00,,,
98,43,12456279,14517,2006-07-29 00:00,,,
99,43,12456280,14517,2006-07-29 00:00,,,
100,43,12456281,14517,2006-07-29 00:00,,,
101,43,12456282,14517,2006-07-29 00:00,,,
102,43,12456283,14517,2006-07-29 00:00,,,
103,43,12456284,14517,2006-07-29 00:00,,,
104,43,12456285,14517,2006-07-29 00:00,,,
105,43,12456286,14517,2006-07-29 00:00,,,
106,43,12456287,14517,2006-07-29 00:00,,,
107,43,12456288,14517,2006-07-29 00:00,,,
108,43,12456289,14517,2006-07-29 00:00,,,
109,43,12456290,14517,2006-07-29 00:00,,,
110,43,12456291,14517,2006-07-29 00:00,,,
111,43,12456292,14517,2006-07-29 00:00,,,
112,43,12456293,14517,2006-07-29 00:00,,,
113,43,12456294,14517,2006-07-29 00:00,,,
114,43,12456295,14517,2006-07-29 00:00,,,
115,43,12456296,14517,2006-07-29 00:00,,,
116,43,12456297,14517,2006-07-29 00:00,,,
117,43,12456298,14517,2006-07-29 00:00,,,
118,43,12456299,14517,2006-07-29 00:00,,,
119,43,12456300,14517,2006-07-29 00:00,,,
120,43,12456301,14517,2006-07-29 00:00,,,
121,43,12456302,14517,2006-07-29 00:00,,,
122,43,12456303,14517,2006-07-29 00:00,,,
123,43,12456304,14517,2006-07-29 00:00,,,
124,43,12456305,14517,2006-07-29 00:00,,,
125,43,12456306,14517,2006-07-29 00:00,,,
126,43,12456307,14517,2006-07-29 00:00,,,
127,43,12456308,14517,2006-07-29 00:00,,,
128,43,12456309,14517,2006-07-29 00:00,,,
129,43,12456310,14517,2006-07-29 00:00,,,
130,43,12456311,14517,2006-07-29 00:00,,,
131,43,12456312,14517,2006-07-29 00:00,,,
132,43,12456313,14517,2006-07-29 00:00,,,
133,43,12456314,14517,2006-07-29 00:00,,,
134,43,12456315,14517,2006-07-29 00:00,,,
135,43,12456316,14517,2006-07-29 00:00,,,
136,43,12456317,14517,2006-07-29 00:00,,,
137,43,12456318,14517,2006-07-29 00:00,,,
138,43,12456319,14517,2006-07-29 00:00,,,
139,43,12456320,14517,2006-07-29 00:00,,,
140,43,12456321,14517,2006-07-29 00:00,,,
141,43,12456322,14517,2006-07-29 00:00,,,
142,43,12456323,14517,2006-07-29 00:00,,,
143,43,12456324,14517,2006-07-29 00:00,,,
144,43,12456325,14517,2006-07-29 00:00,,,
145,43,12456326,14517,2006-07-29 00:00,,,
146,43,12456327,14517,2006-07-29 00:00,,,
147,43,12456328,14517,2006-07-29 00:00,,,
148,43,12456329,14517,2006-07-29 00:00,,,
149,43,12456330,14517,2006-07-29 00:00,,,
150,43,12456331,14517,2006-07-29 00:00,,,
151,43,12456332,14517,2006-07-29 00:00,,,
152,43,12456333,14517,2006-07-29 00:00,,,
153,43,12456334,14517,2006-07-29 00:00,,,
154,43,12456335,14517,2006-07-29 00:00,,,
155,43,12456336,14517,2006-07-29 00:00,,,
156,43,12456337,14517,2006-07-29 00:00,,,
157,43,12456338,14517,2006-07-29 00:00,,,
158,43,12456339,14517,2006-07-29 00:00,,,
159,43,12456340,14517,2006-07-29 00:00,,,
160,43,12456341,14517,2006-07-29 00:00,,,
161,43,12456342,14517,2006-07-29 00:00,,,
162,43,12456343,14517,2006-07-29 00:00,,,
163,43,12456344,14517,2006-07-29 00:00,,,
164,43,12456345,14517,2006-07-29 00:00,,,
165,43,12456346,14517,2006-07-29 00:00,,,
166,43,12456347,14517,2006-07-29 00:00,,,
167,43,12456348,14517,2006-07-29 00:00,,,
168,43,12456349,14517,2006-07-29 00:00,,,
169,43,12456350,14517,2006-07-29 00:00,,,
170,43,12456351,14517,2006-07-29 00:00,,,
171,43,12456352,14517,2006-07-29 00:00,,,
172,43,12456353,14517,2006-07-29 00:00,,,
173,43,12456354,14517,2006-07-29 00:00,,,
174,43,12456355,14517,2006-07-29 00:00,,,
175,43,12456356,14517,2006-07-29 00:00,,,
176,43,12456357,14517,2006-07-29 00:00,,,
177,43,12456358,14517,2006-07-29 00:00,,,
178,43,12456359,14517,2006-07-29 00:00,,,
179,43,12456360,14517,2006-07-29 00:00,,,
180,43,12456361,14517,2006-07-29 00:00,,,
181,43,12456362,14517,2006-07-29 00:00,,,
182,43,12456363,14517,2006-07-29 00:00,,,
183,43,12456364,14517,2006-07-29 00:00,,,
184,43,12456365,14517,2006-07-29 00:00,,,
185,43,12456366,14517,2006-07-29 00:00,,,
186,43,12456367,14517,2006-07-29 00:00,,,
187,43,12456368,14517,2006-07-29 00:00,,,
188,43,12456369,14517,2006-07-29 00:00,,,
189,43,12456370,14517,2006-07-29 00:00,,,
190,43,12456371,14517,2006-07-29 00:00,,,
191,43,12456372,14517,2006-07-29 00:00,,,
192,43,12456373,14517,2006-07-29 00:00,,,
193,43,12456374,14517,2006-07-29 00:00,,,
194,43,12456375,14517,2006-07-29 00:00,,,
195,43,12456376,14517,2006-07-29 00:00,,,
196,43,12456377,14517,2006-07-29 00:00,,,
197,43,12456378,14517,2006-07-29 00:00,,,
198,43,12456379,14517,2006-07-29 00:00,,,
199,43,12456380,14517,2006-07-29 00:00,,,
200,43,12456381,14517,2006-07-29 00:00,,,
201,43,12456382,14517,2006-07-29 00:00,,,
202,43,12456383,14517,2006-07-29 00:00,,,
203,43,12456384,14517,2006-07-29 00:00,,,
204,43,12456385,14517,2006-07-29 00:00,,,
205,43,12456386,14517,2006-07-29 00:00,,,
206,43,12456387,14517,2006-07-29 00:00,,,
207,43,12456388,14517,2006-07-29 00:00,,,
208,43,12456389,14517,2006-07-29 00:00,,,
209,43,12456390,14517,2006-07-29 00:00,,,
210,43,12456391,14517,2006-07-29 00:00,,,
211,43,12456392,14517,2006-07-29 00:00,,,
212,43,12456393,14517,2006-07-29 00:00,,,
213,43,12456394,14517,2006-07-29 00:00,,,
214,43,12456395,14517,2006-07-29 00:00,,,
215,43,12456396,14517,2006-07-29 00:00,,,
216,43,12456397,14517,2006-07-29 00:00,,,
217,43,12456398,14517,2006-07-29 00:00,,,
218,43,12456399,14517,2006-07-29 00:00,,,
219,43,12456400,14517,2006-07-29 00:00,,,
220,43,12456401,14517,2006-07-29 00:00,,,
221,43,12456402,14517,2006-07-29 00:00,,,
222,43,12456403,14517,2006-07-29 00:00,,,
223,43,12456404,14517,2006-07-29 00:00,,,
224,43,12456405,14517,2006-07-29 00:00,,,
225,43,12456406,14517,2006-07-29 00:00,,,
226,43,12456407,14517,2006-07-29 00:00,,,
227,43,12456408,14517,2006-07-29 00:00,,,
228,43,12456409,14517,2006-07-29 00:00,,,
229,43,12456410,14517,2006-07-29 00:00,,,
230,43,12456411,14517,2006-07-29 00:00,,,
231,43,12456412,14517,2006-07-29 00:00,,,
232,43,12456413,14517,2006-07-29 00:00,,,
233,43,12456414,14517,2006-07-29 00:00,,,
234,43,12456415,14517,2006-07-29 00:00,,,
235,43,12456416,14517,2006-07-29 00:00,,,
236,43,12456417,14517,2006-07-29 00:00,,,
237,43,12456418,14517,2006-07-29 00:00,,,
238,43,12456419,14517,2006-07-29 00:00,,,
239,43,12456420,14517,2006-07-29 00:00,,,
240,43,12456421,14517,2006-07-29 00:00,,,
241,43,12456422,14517,2006-07-29 00:00,,,
242,43,12456423,14517,2006-07-29 00:00,,,
243,43,12456424,14517,2006-07-29 00:00,,,
244,43,12456425,14517,2006-07-29 00:00,,,
245,43,12456426,14517,2006-07-29 00:00,,,
246,43,12456427,14517,2006-07-29 00:00,,,
247,43,12456428,14517,2006-07-29 00:00,,,
248,43,12456429,14517,2006-07-29 00:00,,,
249,43,12456430,14517,2006-07-29 00:00,,,
250,43,12456431,14517,2006-07-29 00:00,,,
251,43,12456432,14517,2006-07-29 00:00,,,
252,43,12456433,14517,2006-07-29 00:00,,,
253,43,12456434,14517,2006-07-29 00:00,,,
254,43,12456435,14517,2006-07-29 00:00,,,
255,43,12456436,14517,2006-07-29 00:00,,,
256,43,12456437,14517,2006-07-29 00:00,,,
257,43,12456438,14517,2006-07-29 00:00,,,
258,43,12456439,14517,2006-07-29 00:00,,,
259,43,12456440,14517,2006-07-29 00:00,,,
260,43,12456441,14517,2006-07-29 00:00,,,
261,43,12456442,14517,2006-07-29 00:00,,,
262,43,12456443,14517,2006-07-29 00:00,,,
263,43,12456444,14517,2006-07-29 00:00,,,
264,43,12456445,14517,2006-07-29 00:00,,,
265,43,12456446,14517,2006-07-29 00:00,,,
266,43,12456447,14517,2006-07-29 00:00,,,
267,43,12456448,14517,2006-07-29 00:00,,,
268,43,12456449,14517,2006-07-29 00:00,,,
269,43,12456450,14517,2006-07-29 00:00,,,
270,43,12456451,14517,2006-07-29 00:00,,,
271,43,12456452,14517,2006-07-29 00:00,,,
272,43,12456453,14517,2006-07-29 00:00,,,
273,43,12456454,14517,2006-07-29 00:00,,,
274,43,12456455,14517,2006-07-29 00:00,,,
275,43,12456456,14517,2006-07-29 00:00,,,
276,43,12456457,14517,2006-07-29 00:00,,,
277,43,12456458,14517,2006-07-29 00:00,,,
278,43,12456459,14517,2006-07-29 00:00,,,
279,43,12456460,14517,2006-07-29 00:00,,,
280,43,12456461,14517,2006-07-29 00:00,,,
281,43,12456462,14517,2006-07-29 00:00,,,
282,43,12456463,14517,2006-07-29 00:00,,,
283,43,12456464,14517,2006-07-29 00:00,,,
284,43,12456465,14517,2006-07-29 00:00,,,
285,43,12456466,14517,2006-07-29 00:00,,,
286,43,12456467,14517,2006-07-29 00:00,,,
287,43,12456468,14517,2006-07-29 00:00,,,
288,43,12456469,14517,2006-07-29 00:00,,,
289,43,12456470,14517,2006-07-29 00:00,,,
290,43,12456471,14517,2006-07-29 00:00,,,
291,43,12456472,14517,2006-07-29 00:00,,,
292,43,12456473,14517,2006-07-29 00:00,,,
293,43,12456474,14517,2006-07-29 00:00,,,
294,43,12456475,14517,2006-07-29 00:00,,,
295,43,12456476,14517,2006-07-29 00:00,,,
296,43,12456477,14517,2006-07-29 00:00,,,
297,43,12456478,14517,2006-07-29 00:00,,,
298,43,12456479,14517,2006-07-29 00:00,,,
299,43,12456480,14517,2006-07-29 00:00,,,
300,43,12456481,14517,2006-07-29 00:00,,,
301,43,12456482,14517,2006-07-29 00:00,,,
302,43,12456483,14517,2006-07-29 00:00,,,
303,43,12456484,14517,2006-07-29 00:00,,,
304,43,12456485,14517,2006-07-29 00:00,,,
305,43,12456486,14517,2006-07-29 00:00,,,
306,43,12456487,14517,2006-07-29 00:00,,,
307,43,12456488,14517,2006-07-29 00:00,,,
308,43,12456489,14517,2006-07-29 00:00,,,
309,43,12456490,14517,2006-07-29 00:00,,,
310,43,12456491,14517,2006-07-29 00:00,,,
311,43,12456492,14517,2006-07-29 00:00,,,
312,43,12456493,14517,2006-07-29 00:00,,,
313,43,12456494,14517,2006-07-29 00:00,,,
314,43,12456495,14517,2006-07-29 00:00,,,
315,43,12456496,14517,2006-07-29 00:00,,,
316,43,12456497,14517,2006-07-29 00:00,,,
317,43,12456498,14517,2006-07-29 00:00,,,
318,43,12456499,14517,2006-07-29 00:00,,,
319,43,12456500,14517,2006-07-29 00:00,,,
320,43,12456501,14517,2006-07-29 00:00,,,
321,43,12456502,14517,2006-07-29 00:00,,,
322,43,12456503,14517,2006-07-29 00:00,,,
323,43,12456504,14517,2006-07-29 00:00,,,
324,43,12456505,14517,2006-07-29 00:00,,,
325,43,12456506,14517,2006-07-29 00:00,,,
326,43,12456507,14517,2006-07-29 00:00,,,
327,43,12456508,14517,2006-07-29 00:00,,,
328,43,12456509,14517,2006-07-29 00:00,,,
329,43,12456510,14517,2006-07-29 00:00,,,
330,43,12456511,14517,2006-07-29 00:00,,,
331,43,12456512,14517,2006-07-29 00:00,,,
332,43,12456513,14517,2006-07-29 00:00,,,
333,43,12456514,14517,2006-07-29 00:00,,,
334,43,12456515,14517,2006-07-29 00:00,,,
335,43,12456516,14517,2006-07-29 00:00,,,
336,43,12456517,14517,2006-07-29 00:00,,,
337,43,12456518,14517,2006-07-29 00:00,,,
338,43,12456519,14517,2006-07-29 00:00,,,
339,43,12456520,14517,2006-07-29 00:00,,,
340,43,12456521,14517,2006-07-29 00:00,,,
341,43,12456522,14517,2006-07-29 00:00,,,
342,43,12456523,14517,2006-07-29 00:00,,,
343,43,12456524,14517,2006-07-29 00:00,,,
344,43,12456525,14517,2006-07-29 00:00,,,
345,43,12456526,14517,2006-07-29 00:00,,,
346,43,12456527,14517,2006-07-29 00:00,,,
347,43,12456528,14517,2006-07-29 00:00,,,
348,43,12456529,14517,2006-07-29 00:00,,,
349,43,12456530,14517,2006-07-29 00:00,,,
350,43,12456531,14517,2006-07-29 00:00,,,
351,43,12456532,14517,2006-07-29 00:00,,,
352,43,12456533,14517,2006-07-29 00:00,,,
