,actv_code_id,parent_actv_code_id,actv_code_type_id,actv_code_name,short_name,seq_num
0,12785,,7262,FIELD INSTRUMENT,21001,0
1,12786,,7262,PRESSURE CONTROLLERS,21204,400
2,12787,,7262,MULTIPHASE FLOW METERS,22106,3700
3,12788,,7262,PIPING BULK MATERIALS (STOCKHOLDER),40001,3200
4,12789,,7262,PIPING BULK MATERIALS ( LOCAL A7 ),40002,3300
5,12790,,7262,"REGULATORS (PRESSURE , TEMPRATURE , FLOW , LEVEL , PURGE)",23402,4800
6,12791,,7262,CHOKES AND VARIABLE RESTRICTORS,23406,5200
7,12792,,7262,SPECIAL PURPOSE CONTROL VALVES,23409,5500
8,12793,,7262,SAFETY AND RELIEF VALVES,24701,6100
9,12794,,7262,GASKETS,41901,4600
10,12795,,7262,FIRE DETECTION & ALARM SYSTEM,25205,7900
11,12796,,7262,HYDRAULIC SYSTEM,25211,8500
12,12797,,7262,C.S. BALL VALVES,42206,6500
13,12798,,7262,VERTICAL VESSELS,11301,1700
14,12799,,7262,PRESSURE VESSELS ( LOCAL A7 ),11303,1900
15,12800,,7262,TELECOMUNICATION SYSTEMS ROOM EQUIPMENT,28601,13300
16,12801,,7262,RECIPROCATING  PUMP,13103,4600
17,12802,,7262,INSTRUMENT MECHANICAL HOOK UP MATERIAL,29101,13500
18,12803,,7262,INSTRUMENT ELECTRICAL HOOK UP MATERIAL,29201,13600
19,12804,,7262,ANCHOR FLANGES,44906,15300
20,12805,,7262,CORROSION INHIBTOR INJECTION PACKAGES,16506,14800
21,12806,,7262,SHRINKAGE SLEEVES,46201,17300
22,12807,,7262,LAUNCHERS & RECEIVERS,47101,17900
23,12808,,7262,SACRIFICIAL ANODES SYSTEM (SUPPLIERS),18502,22900
24,12809,,7262,LIFE SAVING EQUIPMENT,19003,24300
25,12810,,7262,FIRE FIGHTING EQUIPMENT (LOCAL A7 ),19004,24400
26,12811,,7262,CARBON STEEL LINE PIPES (SEAMLESS),61102,104
27,12812,,7262,HOT BENDS,61202,211
28,12813,,7262,INSULATING JOINTS,61203,212
29,12814,,7262,FLANGES,61205,214
30,12815,,7262,ELECTRICAL BULK MATERIAL,50002,135
31,12816,,7262,NAVIGATIONAL AIDS,51010,148
32,12817,,7262,SOLAR SYSTEM POWER SUPPLY,51018,156
33,12818,,7263,MRQ,01,0
34,12819,,7263,RFQ,03,200
35,12820,,7263,Bid Due Date,04,200
36,12821,,7263,TER,09,300
37,12822,,7263,Comm. Evaluation,11,500
38,12823,,7263,F.O.C,13,800
39,12824,,7263,MRP,14,900
40,12825,,7263,P.O,15,800
41,12826,,7263,Fabrication upto RFS,16,900
42,12827,,7263,Delivery at Site,21,1200
43,12828,,7263,Receive Revised Comm. Evaluation,10,500
44,12829,,7262,SPECIAL ITEMS,40003,28800
45,12830,,7263,No Objection Letter,12,1000
46,12834,,7265,General and Overall,0,0
47,12835,,7265,Jacket and Piles,1,100
48,12836,,7265,Decks,2,200
49,12837,,7265,Topsides,3,300
50,12838,,7265,Sealines,4,400
51,12839,,7265,Wells,9,500
52,12840,,7266,Gupco,GUP,0
53,12841,,7266,Enppi,ENP,100
54,12842,,7266,Petrojet,PTJ,200
55,12843,,7266,PMS,PMS,300
56,12845,,7267,Engineering,1,100
57,12846,,7267,Procurement,3,200
58,12851,,7268,Piping,80,0
59,12852,,7268,Electrical bulk,85,100
60,12853,,7268,Instrument bulk,90,200
61,12854,,7268,Misc. Bulks,95,300
62,12855,,7268,Platfrom Steel,01,400
63,12866,,7264,Fabrication,4,300
64,12872,,7269,Petrojet,PTJ,200
65,12874,,7268,(New Code Value),(New),1
